,Gene,variance,SD
14494,OSBPL10,0.010278377,0.10138233
14495,OSBPL10-AS1,0.004463931,0.066812654
14496,OSBPL11,0.004892411,0.069945773
14497,OSBPL1A,0.00280044,0.052919185
14498,OSBPL2,0.0087582,0.093585253
14499,OSBPL3,0.004762147,0.069008311
14500,OSBPL5,0.008212718,0.090624046
14501,OSBPL6,0.004224301,0.064994623
14502,OSBPL7,0.00279236,0.052842782
14503,OSBPL8,0.003964518,0.062964415
14504,OSBPL9,0.004393689,0.066284905
14505,OSCAR,0.004681967,0.068424903
14506,OSCP1,0.005168871,0.071894864
14507,OSER1,0.003368078,0.058035144
14508,OSGEP,0.004909187,0.070065588
14509,OSGEPL1,0.002366801,0.04864978
14510,OSGEPL1-AS1,0.005085243,0.071310887
14511,OSGIN1,0.003550236,0.059583857
14512,OSGIN2,0.01646817,0.128328368
14513,OSM,0.024954958,0.157971382
14514,OSMR,0.035113586,0.187386195
14515,OSR1,0.029654774,0.172205616
14516,OSR2,0.038491549,0.196192633
14517,OST4,0.00515321,0.071785863
14518,OSTC,0.005273181,0.072616673
14519,OSTCP1,0.003431536,0.058579313
14520,OSTF1,0.00432363,0.065754318
14521,OSTM1,0.004778357,0.069125665
14522,OSTN,0.004021698,0.063416862
14523,OTC,0.01484458,0.121838334
14524,OTOA,0.00213451,0.046200755
14525,OTOF,0.00357819,0.059817973
14526,OTOG,0.029386943,0.171426203
14527,OTOGL,0.013059449,0.114277944
14528,OTOL1,0.002627949,0.051263527
14529,OTOP1,0.00781298,0.088391062
14530,OTOP2,0.004602403,0.067841013
14531,OTOP3,0.00545566,0.073862442
14532,OTOR,0.005771434,0.075969957
14533,OTOS,0.003962431,0.06294784
14534,OTP,0.012033149,0.10969571
14535,OTUB1,0.03627163,0.190451123
14536,OTUB2,0.148212599,0.384983894
14537,OTUD1,0.004117874,0.064170666
14538,OTUD3,0.014874273,0.121960129
14539,OTUD4,0.009269929,0.09628047
14540,OTUD5,0.005703758,0.075523226
14541,OTUD6A,0.00269091,0.051873984
14542,OTUD6B,0.005579049,0.074693028
14543,OTUD6B-AS1,0.003714086,0.060943299
14544,OTUD7A,0.010276893,0.101375013
14545,OTUD7B,0.007229387,0.085025803
14546,OTULIN,0.007136431,0.084477399
14547,OTX1,0.020215068,0.142179702
14548,OTX2,0.003976991,0.063063385
14549,OTX2-AS1,0.004078712,0.063864792
14550,OVCA2,0.007880128,0.088770084
14551,OVCH1,0.011091868,0.105317936
14552,OVCH1-AS1,0.009412271,0.097016862
14553,OVCH2,0.017145741,0.130941748
14554,OVGP1,0.005662147,0.075247242
14555,OVOL1,0.004807413,0.069335509
14556,OVOL1-AS1,0.039976312,0.199940771
14557,OVOL2,0.004155871,0.064466044
14558,OVOL3,0.005163226,0.071855594
14559,OXA1L,0.005952242,0.077150773
14560,OXCT1,0.005095705,0.071384209
14561,OXCT1-AS1,0.005288565,0.072722524
14562,OXCT2,0.00564973,0.075164688
14563,OXER1,0.005256865,0.072504244
14564,OXGR1,0.004780618,0.069142012
14565,OXLD1,0.010535445,0.102642317
14566,OXNAD1,0.007638044,0.087395905
14567,OXR1,0.004882173,0.069872548
14568,OXSM,0.005385167,0.0733837
14569,OXSR1,0.005017064,0.070831238
14570,OXT,0.002853731,0.05342032
14571,OXTR,0.003968751,0.062998022
14572,P2RX1,0.010202881,0.10100931
14573,P2RX2,0.011894825,0.109063399
14574,P2RX3,0.005262589,0.072543706
14575,P2RX4,0.011715489,0.108238114
14576,P2RX5,0.004935612,0.070253911
14577,P2RX5-TAX1BP3,0.005686707,0.075410258
14578,P2RX6,0.00614221,0.078372256
14579,P2RX6P,0.00460629,0.067869657
14580,P2RX7,0.009108913,0.095440626
14581,P2RY1,0.00859559,0.092712406
14582,P2RY10,0.047431575,0.217787913
14583,P2RY11,0.013768703,0.117340117
14584,P2RY12,0.052015785,0.228069694
14585,P2RY13,0.05519036,0.234926285
14586,P2RY14,0.018667219,0.13662803
14587,P2RY2,0.056144635,0.236948591
14588,P2RY4,0.031434565,0.177297954
14589,P2RY6,0.019971879,0.141321897
14590,P2RY8,0.082991108,0.288081772
14591,P4HA1,0.018868123,0.137361287
14592,P4HA2,0.014829429,0.121776142
14593,P4HA2-AS1,0.003569031,0.059741367
14594,P4HA3,0.002110106,0.045935895
14595,P4HB,0.003547041,0.059557037
14596,P4HTM,0.010034224,0.100170974
14597,PA2G4,0.003823725,0.061836273
14598,PA2G4P4,0.006223134,0.078886841
14599,PAAF1,0.003845736,0.062013999
14600,PABPC1,0.005432029,0.073702298
14601,PABPC1L,0.011282668,0.106219902
14602,PABPC1L2A,0.007911726,0.088947883
14603,PABPC1L2B,0.005272436,0.072611541
14604,PABPC1L2B-AS1,0.004177138,0.064630784
14605,PABPC1P2,0.005430861,0.073694375
14606,PABPC3,0.003225088,0.05678986
14607,PABPC4,0.004926767,0.070190934
14608,PABPC4L,0.008244692,0.090800284
14609,PABPC5,0.003769992,0.061400263
14610,PABPC5-AS1,0.004952917,0.070376966
14611,PABPN1,0.003219466,0.056740341
14612,PABPN1L,0.005780341,0.076028553
14613,PACRG,0.004148683,0.064410273
14614,PACRG-AS1,0.002177431,0.046662955
14615,PACRGL,0.004892969,0.069949758
14616,PACS1,0.006079968,0.077974152
14617,PACS2,0.003277146,0.057246358
14618,PACSIN1,0.006796736,0.082442321
14619,PACSIN2,0.004585601,0.067717066
14620,PACSIN3,0.005517671,0.074281029
14621,PADI1,0.007509838,0.086659324
14622,PADI2,0.005465308,0.07392772
14623,PADI3,0.008494852,0.092167524
14624,PADI4,0.002961726,0.054421737
14625,PADI6,0.00266948,0.051667015
14626,PAEP,0.002285409,0.047805951
14627,PAF1,0.009460798,0.097266634
14628,PAFAH1B1,0.00468936,0.068478904
14629,PAFAH1B2,0.006311507,0.079444993
14630,PAFAH1B3,0.003762704,0.061340882
14631,PAFAH2,0.006713913,0.081938472
14632,PAG1,0.002759253,0.052528592
14633,PAGE1,0.005795022,0.076125041
14634,PAGE2,0.010557388,0.102749151
14635,PAGE2B,0.01283012,0.11327012
14636,PAGE3,0.011548901,0.107465813
14637,PAGE4,0.009301113,0.09644228
14638,PAGE5,0.003825436,0.061850108
14639,PAGR1,0.010610281,0.103006217
14640,PAH,0.004959849,0.070426193
14641,PAICS,0.004527067,0.067283481
14642,PAIP1,0.003221401,0.056757385
14643,PAIP2,0.004158377,0.064485479
14644,PAIP2B,0.002807154,0.052982579
14645,PAK1,0.005211984,0.072194071
14646,PAK1IP1,0.00820936,0.090605521
14647,PAK2,0.005050379,0.071066021
14648,PAK3,0.007672383,0.08759214
14649,PAK4,0.028576431,0.169045648
14650,PAK6,0.011433094,0.106925645
14651,PALB2,0.003440673,0.058657246
14652,PALD1,0.004700847,0.068562722
14653,PALLD,0.013265629,0.115176514
14654,PALM,0.005088221,0.071331764
14655,PALM3,0.009029802,0.095025272
14656,PALMD,0.013137124,0.114617295
14657,PAM,0.003373441,0.058081333
14658,PAM16,0.005544869,0.074463875
14659,PAMR1,0.015411264,0.124142113
14660,PAN2,0.012716691,0.112768307
14661,PAN3,0.00297016,0.054499174
14662,PAN3-AS1,0.004430956,0.06656543
14663,PANDAR,0.008089836,0.089943514
14664,PANK1,0.004096522,0.064004081
14665,PANK2,0.002054174,0.045323001
14666,PANK3,0.004246933,0.0651685
14667,PANK4,0.004508905,0.067148378
14668,PANX1,0.008305017,0.091131868
14669,PANX2,0.007467109,0.086412434
14670,PANX3,0.005533706,0.074388882
14671,PAOX,0.003919207,0.062603567
14672,PAPLN,0.020236723,0.142255836
14673,PAPOLA,0.013244392,0.115084283
14674,PAPOLB,0.015678177,0.125212529
14675,PAPOLG,0.021382635,0.146228025
14676,PAPPA,0.009826799,0.099130212
14677,PAPPA-AS1,0.006935996,0.083282626
14678,PAPPA2,0.014455666,0.120231719
14679,PAPSS1,0.002982711,0.054614198
14680,PAPSS2,0.00332068,0.057625345
14681,PAQR3,0.006461104,0.080380994
14682,PAQR4,0.002229897,0.047221789
14683,PAQR5,0.011365102,0.10660723
14684,PAQR6,0.00853344,0.092376622
14685,PAQR7,0.008754386,0.093564875
14686,PAQR8,0.00351991,0.059328833
14687,PAQR9,0.002437658,0.049372646
14688,PARD3,0.004875626,0.069825682
14689,PARD3-AS1,0.005204011,0.07213883
14690,PARD3B,0.005464116,0.073919661
14691,PARD6A,0.006980042,0.083546648
14692,PARD6B,0.0065271,0.080790473
14693,PARD6G,0.009259601,0.096226819
14694,PARD6G-AS1,0.025257667,0.158926609
14695,PARG,0.010214998,0.101069275
14696,PARGP1,0.010117294,0.100584762
14697,PARK7,0.006954706,0.083394882
14698,PARL,0.015512315,0.124548444
14699,PARM1,0.005209278,0.072175329
14700,PARN,0.007482094,0.086499099
14701,PARP1,0.011366792,0.106615158
14702,PARP10,0.006182913,0.078631499
14703,PARP11,0.003058141,0.055300464
14704,PARP12,0.01231187,0.110958867
14705,PARP14,0.007374721,0.085876197
14706,PARP15,0.012583594,0.112176619
14707,PARP16,0.005592912,0.074785772
14708,PARP2,0.007665984,0.087555603
14709,PARP3,0.00578229,0.076041372
14710,PARP4,0.00510061,0.071418557
14711,PARP6,0.00659993,0.081239954
14712,PARP8,0.006233318,0.078951363
14713,PARP9,0.010636608,0.103133934
14714,PARPBP,0.003361004,0.057974169
14715,PARS2,0.005735387,0.075732338
14716,PART1,0.003857967,0.062112537
14717,PARVA,0.012286403,0.110844049
14718,PARVB,0.005419841,0.073619567
14719,PARVG,0.006293425,0.079331108
14720,PASD1,0.008708769,0.093320787
14721,PASK,0.004971899,0.070511692
14722,PATE1,0.006198482,0.07873044
14723,PATE2,0.003907165,0.06250732
14724,PATE3,0.016597375,0.128830798
14725,PATE4,0.008086153,0.089923042
14726,PATL1,0.001654251,0.040672479
14727,PATL2,0.002517114,0.05017085
14728,PATZ1,0.007775601,0.088179367
14729,PAUPAR,0.004425026,0.066520867
14730,PAWR,0.002657476,0.05155071
14731,PAX1,0.002604273,0.051032077
14732,PAX2,0.008401292,0.091658562
14733,PAX3,0.00337881,0.05812753
14734,PAX4,0.008528721,0.092351077
14735,PAX5,0.003798508,0.061632035
14736,PAX6,0.003315435,0.057579814
14737,PAX7,0.048086893,0.219287238
14738,PAX8,0.005463749,0.073917176
14739,PAX8-AS1,0.002558733,0.050583916
14740,PAX9,0.005966913,0.077245799
14741,PAXBP1,0.010116997,0.100583282
14742,PAXBP1-AS1,0.004036239,0.063531405
14743,PAXIP1,0.008995876,0.094846593
14744,PBDC1,0.004903874,0.070027664
14745,PBK,0.002875654,0.053625129
14746,PBLD,0.003170348,0.05630584
14747,PBOV1,0.006317768,0.079484386
14748,PBRM1,0.005448054,0.073810933
14749,PBX1,0.00223803,0.047307825
14750,PBX2,0.00342135,0.058492307
14751,PBX3,0.004888333,0.069916617
14752,PBX4,0.005854218,0.076512859
14753,PBXIP1,0.005100392,0.071417028
14754,PC,0.09050422,0.300839193
14755,PCA3,0.003495448,0.059122315
14756,PCAT1,0.005362031,0.073225893
14757,PCAT18,0.005741178,0.075770559
14758,PCAT19,0.003141926,0.056052885
14759,PCAT2,0.005643124,0.07512073
14760,PCAT4,0.003620443,0.060170121
14761,PCAT5,0.002348747,0.048463872
14762,PCAT6,0.002529999,0.050299093
14763,PCBD1,0.004826634,0.069473978
14764,PCBD2,0.002856373,0.053445051
14765,PCBP1,0.002111921,0.045955637
14766,PCBP1-AS1,0.005600126,0.074833993
14767,PCBP2,0.011479355,0.107141753
14768,PCBP2-OT1,0.003147327,0.056101039
14769,PCBP3,0.018217265,0.13497135
14770,PCBP4,0.006903711,0.083088571
14771,PCCA,0.003031107,0.055055494
14772,PCCA-AS1,0.005770899,0.075966433
14773,PCCB,0.003445042,0.058694484
14774,PCDH1,0.010623131,0.103068573
14775,PCDH10,0.010247588,0.101230371
14776,PCDH11X,0.008420439,0.091762948
14777,PCDH11Y,0.005673116,0.075320092
14778,PCDH12,0.011820108,0.108720322
14779,PCDH15,0.004969243,0.070492861
14780,PCDH17,0.01975993,0.140570018
14781,PCDH18,0.003067677,0.055386617
14782,PCDH19,0.010658069,0.103237924
14783,PCDH20,0.019371998,0.139183326
14784,PCDH7,0.001660371,0.04074765
14785,PCDH8,0.015750185,0.125499742
14786,PCDH9,0.005345332,0.073111779
14787,PCDH9-AS2,0.004077784,0.063857527
14788,PCDH9-AS3,0.007799296,0.088313622
14789,PCDH9-AS4,0.009129708,0.095549503
14790,PCDHA1,0.003225236,0.056791165
14791,PCDHA10,0.009445129,0.097186052
14792,PCDHA11,0.005181651,0.071983683
14793,PCDHA12,0.008185426,0.090473346
14794,PCDHA13,0.004028712,0.063472136
14795,PCDHA2,0.006309777,0.079434104
14796,PCDHA3,0.003420821,0.058487783
14797,PCDHA4,0.018119835,0.134609935
14798,PCDHA5,0.003851835,0.062063151
14799,PCDHA6,0.00639047,0.079940417
14800,PCDHA7,0.002881671,0.053681194
14801,PCDHA8,0.005368543,0.073270341
14802,PCDHA9,0.024881477,0.157738637
14803,PCDHAC1,0.004180982,0.064660513
14804,PCDHAC2,0.012464908,0.111646354
14805,PCDHB1,0.011652278,0.10794572
14806,PCDHB10,0.00392835,0.06267655
14807,PCDHB11,0.006808917,0.082516162
14808,PCDHB12,0.005863685,0.076574702
14809,PCDHB13,0.015878937,0.126011654
14810,PCDHB14,0.011568084,0.107555029
14811,PCDHB15,0.00352858,0.059401855
14812,PCDHB16,0.010089817,0.100448082
14813,PCDHB19P,0.005298361,0.072789843
14814,PCDHB2,0.011062152,0.105176767
14815,PCDHB3,0.003283035,0.057297778
14816,PCDHB4,0.005598941,0.074826074
14817,PCDHB5,0.005062245,0.071149455
14818,PCDHB6,0.009430888,0.097112757
14819,PCDHB7,0.021178068,0.145526863
14820,PCDHB8,0.004204646,0.064843239
14821,PCDHB9,0.008076066,0.089866936
14822,PCDHGA1,0.00232091,0.048175826
14823,PCDHGA10,0.002832651,0.053222652
14824,PCDHGA11,0.004850731,0.069647189
14825,PCDHGA12,0.00966758,0.098323851
14826,PCDHGA2,0.004304417,0.065608053
14827,PCDHGA3,0.003337661,0.057772498
14828,PCDHGA4,0.004476322,0.066905324
14829,PCDHGA5,0.027190799,0.164896328
14830,PCDHGA6,0.009103508,0.095412304
14831,PCDHGA7,0.002987211,0.054655382
14832,PCDHGA8,0.003436964,0.058625623
14833,PCDHGA9,0.003327798,0.057687068
14834,PCDHGB1,0.003148091,0.056107849
14835,PCDHGB2,0.003478198,0.058976248
14836,PCDHGB3,0.007747807,0.088021627
14837,PCDHGB4,0.004069756,0.063794641
14838,PCDHGB5,0.00400527,0.063287206
14839,PCDHGB6,0.002711112,0.05206834
14840,PCDHGB7,0.006240666,0.078997884
14841,PCDHGB8P,0.007039412,0.083901203
14842,PCDHGC3,0.007808418,0.088365251
14843,PCDHGC4,0.009596615,0.097962315
14844,PCDHGC5,0.012253318,0.110694706
14845,PCED1A,0.005261483,0.072536084
14846,PCED1B,0.008934361,0.094521747
14847,PCED1B-AS1,0.008579901,0.092627755
14848,PCF11,0.003250762,0.057015455
14849,PCGEM1,0.015975705,0.126395036
14850,PCGF1,0.01982082,0.140786433
14851,PCGF2,0.014103261,0.11875715
14852,PCGF3,0.005681904,0.075378402
14853,PCGF5,0.007976708,0.08931242
14854,PCGF6,0.007685152,0.087664997
14855,PCID2,0.004291623,0.065510479
14856,PCIF1,0.003318197,0.057603796
14857,PCK1,0.004079345,0.063869747
14858,PCK2,0.005722828,0.075649377
14859,PCLO,0.016152022,0.127090604
14860,PCM1,0.014922477,0.122157591
14861,PCMT1,0.003348877,0.057869486
14862,PCMTD1,0.006418459,0.080115285
14863,PCMTD2,0.014489671,0.120373051
14864,PCNA,0.006874237,0.082911017
14865,PCNA-AS1,0.008168781,0.090381308
14866,PCNAP1,0.003449175,0.058729677
14867,PCNP,0.004064385,0.063752533
14868,PCNT,0.005658216,0.075221116
14869,PCOLCE,0.005911193,0.076884285
14870,PCOLCE-AS1,0.004387828,0.066240683
14871,PCOLCE2,0.024148369,0.155397454
14872,PCP2,0.002597769,0.050968317
14873,PCP4,0.012224409,0.110564048
14874,PCP4L1,0.00771347,0.087826361
14875,PCSK1,0.002890107,0.053759718
14876,PCSK1N,0.00515127,0.071772346
14877,PCSK2,0.013062676,0.114292064
14878,PCSK4,0.015288601,0.123647082
14879,PCSK5,0.003735039,0.061114966
14880,PCSK6,0.003790299,0.061565401
14881,PCSK7,0.002949772,0.054311808
14882,PCSK9,0.004542702,0.067399569
14883,PCTP,0.004283253,0.065446568
14884,PCYOX1,0.009013282,0.094938304
14885,PCYOX1L,0.005901085,0.076818517
14886,PCYT1A,0.004291067,0.065506235
14887,PCYT1B,0.005413018,0.073573212
14888,PCYT1B-AS1,0.015443548,0.124272073
14889,PCYT2,0.003932836,0.062712327
14890,PDAP1,0.004471337,0.066868053
14891,PDC,0.003504492,0.059198754
14892,PDCD1,0.003303025,0.057471945
14893,PDCD10,0.003464438,0.058859474
14894,PDCD11,0.01222474,0.110565544
14895,PDCD1LG2,0.003700409,0.060830989
14896,PDCD2,0.004580708,0.067680931
14897,PDCD2L,0.006637761,0.081472454
14898,PDCD4,0.019712237,0.140400275
14899,PDCD4-AS1,0.019077184,0.138120179
14900,PDCD5,0.020440829,0.142971427
14901,PDCD6,0.022459468,0.149864831
14902,PDCD6IP,0.008761941,0.093605241
14903,PDCD6IPP2,0.006979499,0.083543393
14904,PDCD7,0.004298618,0.065563844
14905,PDCL,0.006349411,0.07968319
14906,PDCL2,0.005662887,0.075252154
14907,PDCL3,0.006798005,0.082450018
14908,PDCL3P4,0.004423465,0.066509134
14909,PDE10A,0.007662024,0.08753299
14910,PDE11A,0.006002338,0.07747476
14911,PDE12,0.004099595,0.064028079
14912,PDE1A,0.002030961,0.045066184
14913,PDE1B,0.005551062,0.074505451
14914,PDE1C,0.011087704,0.105298168
14915,PDE2A,0.017437844,0.132052429
14916,PDE3A,0.008859413,0.094124457
14917,PDE3B,0.008619483,0.092841172
14918,PDE4A,0.006025307,0.077622849
14919,PDE4B,0.004882867,0.069877513
14920,PDE4C,0.00304701,0.055199729
14921,PDE4D,0.007480049,0.086487279
14922,PDE4DIP,0.005504728,0.074193851
14923,PDE5A,0.006036153,0.077692684
14924,PDE6A,0.007818753,0.088423712
14925,PDE6B,0.013804912,0.117494308
14926,PDE6C,0.0049409,0.070291536
14927,PDE6D,0.025825798,0.160704069
14928,PDE6G,0.007104302,0.084287024
14929,PDE6H,0.010535464,0.102642408
14930,PDE7A,0.00404549,0.063604167
14931,PDE7B,0.001411349,0.037567929
14932,PDE8A,0.00399705,0.063222228
14933,PDE8B,0.002989896,0.054679937
14934,PDE9A,0.005808661,0.076214572
14935,PDF,0.007341213,0.085680878
14936,PDGFA,0.053084846,0.230401488
14937,PDGFB,0.015302545,0.123703457
14938,PDGFC,0.006788513,0.082392434
14939,PDGFD,0.004515487,0.067197377
14940,PDGFRA,0.003630014,0.060249599
14941,PDGFRB,0.004136724,0.064317369
14942,PDGFRL,0.005068843,0.071195809
14943,PDHA1,0.004017283,0.063382038
14944,PDHA2,0.012681664,0.112612894
14945,PDHB,0.001988456,0.044592112
14946,PDHX,0.010271178,0.101346819
14947,PDIA2,0.007129555,0.084436695
14948,PDIA3,0.002833328,0.053229016
14949,PDIA3P1,0.002917432,0.05401326
14950,PDIA4,0.010688488,0.103385142
14951,PDIA5,0.006646464,0.08152585
14952,PDIA6,0.009255984,0.096208023
14953,PDIK1L,0.019275128,0.138834894
14954,PDILT,0.008062786,0.089793018
14955,PDK1,0.025426141,0.159455764
14956,PDK2,0.005195575,0.072080338
14957,PDK3,0.004680715,0.06841575
14958,PDK4,0.004170183,0.064576957
14959,PDLIM1,0.008085243,0.08991798
14960,PDLIM2,0.00548642,0.074070374
14961,PDLIM3,0.012670941,0.112565274
14962,PDLIM4,0.038281012,0.195655339
14963,PDLIM5,0.004219581,0.064958302
14964,PDLIM7,0.010510864,0.102522503
14965,PDP1,0.016031791,0.126616707
14966,PDP2,0.014906642,0.122092761
14967,PDPK1,0.012385602,0.111290618
14968,PDPN,0.015352552,0.123905414
14969,PDPR,0.027014689,0.164361459
14970,PDRG1,0.007446,0.086290207
14971,PDS5A,0.017116059,0.130828358
14972,PDS5B,0.003857311,0.062107256
14973,PDSS1,0.013464795,0.116037902
14974,PDSS2,0.004198478,0.064795665
14975,PDX1,0.008366445,0.091468273
14976,PDXDC1,0.003006145,0.054828324
14977,PDXK,0.025931664,0.161033114
14978,PDXP,0.008855397,0.09410312
14979,PDYN,0.043575434,0.208747296
14980,PDZD11,0.005546305,0.074473516
14981,PDZD2,0.005918699,0.076933081
14982,PDZD3,0.003585194,0.059876493
14983,PDZD4,0.002040841,0.045175666
14984,PDZD7,0.008062862,0.089793443
14985,PDZD8,0.004628418,0.068032474
14986,PDZD9,0.009534199,0.097643223
14987,PDZK1,0.004235597,0.065081464
14988,PDZK1IP1,0.006223144,0.078886909
14989,PDZRN3,0.003596634,0.059971943
14990,PDZRN4,0.004618634,0.067960535
14991,PEA15,0.009467902,0.097303147
14992,PEAK1,0.013308277,0.115361506
14993,PEAR1,0.017195776,0.131132666
14994,PEBP1,0.003634409,0.060286061
14995,PEBP4,0.003036503,0.05510447
14996,PECAM1,0.004360821,0.066036516
14997,PECR,0.014586506,0.120774609
14998,PEF1,0.002713804,0.05209418
14999,PEG10,0.005118427,0.071543186
15000,PEG3,0.003046979,0.055199447
15001,PEG3-AS1,0.007210652,0.084915558
15002,PELI1,0.012145145,0.110205013
15003,PELI2,0.013595751,0.116600821
15004,PELI3,0.008110039,0.090055756
15005,PELO,0.013741519,0.117224224
15006,PELP1,0.009314339,0.096510823
15007,PEMT,0.006154445,0.078450268
15008,PENK,0.032077755,0.179102639
15009,PEPD,0.00419993,0.064806867
15010,PER1,0.008574242,0.092597202
15011,PER2,0.008348927,0.091372464
15012,PER3,0.005916206,0.076916874
15013,PERM1,0.003503508,0.059190434
15014,PERP,0.009554054,0.097744844
15015,PES1,0.006772349,0.082294286
15016,PET100,0.003581327,0.059844186
15017,PET117,0.009624965,0.098106906
15018,PEX1,0.010157492,0.100784384
15019,PEX10,0.003166914,0.056275342
15020,PEX11A,0.006517747,0.080732565
15021,PEX11B,0.009320444,0.096542448
15022,PEX11G,0.005862467,0.076566746
15023,PEX12,0.003403459,0.058339172
15024,PEX13,0.007740282,0.087978872
15025,PEX14,0.002594807,0.050939247
15026,PEX16,0.00282795,0.053178476
15027,PEX19,0.011873827,0.10896709
15028,PEX2,0.008961755,0.094666547
15029,PEX26,0.005169198,0.071897136
15030,PEX3,0.010860503,0.104213735
15031,PEX5,0.006469893,0.080435645
15032,PEX5L,0.011269348,0.106157184
15033,PEX6,0.008386148,0.091575915
15034,PEX7,0.009349369,0.096692135
15035,PF4,0.007008289,0.083715523
15036,PF4V1,0.006961367,0.083434807
15037,PFAS,0.00378863,0.061551844
15038,PFDN1,0.006108543,0.078157169
15039,PFDN2,0.005259665,0.072523547
15040,PFDN4,0.001950495,0.044164407
15041,PFDN5,0.003375114,0.058095734
15042,PFDN6,0.003844078,0.06200063
15043,PFKFB1,0.008332328,0.091281588
15044,PFKFB2,0.007379632,0.085904785
15045,PFKFB3,0.010867863,0.104249041
15046,PFKFB4,0.026620535,0.163158005
15047,PFKL,0.003954,0.062880839
15048,PFKM,0.009405344,0.096981154
15049,PFKP,0.013578,0.116524677
15050,PFN1,0.007508731,0.086652937
15051,PFN1P2,0.006305643,0.07940808
15052,PFN2,0.004462268,0.066800208
15053,PFN3,0.011140995,0.105550913
15054,PFN4,0.008135311,0.090195958
15055,PGA3,0.012357952,0.111166324
15056,PGA4,0.009788329,0.098935984
15057,PGA5,0.007858984,0.088650913
15058,PGAM1,0.008147389,0.090262891
15059,PGAM1P5,0.006412411,0.08007753
15060,PGAM2,0.00724408,0.085112162
15061,PGAM4,0.004989795,0.070638482
15062,PGAM5,0.005437165,0.073737133
15063,PGAP1,0.006396735,0.079979589
15064,PGAP2,0.013519267,0.116272384
15065,PGAP3,0.018362471,0.135508194
15066,PGBD1,0.010934632,0.10456879
15067,PGBD2,0.027741222,0.166556962
15068,PGBD3,0.008446519,0.091904944
15069,PGBD4,0.00383593,0.061934883
15070,PGBD5,0.003024654,0.054996858
15071,PGC,0.006270675,0.079187597
15072,PGD,0.010910158,0.1044517
15073,PGF,0.002594773,0.05093891
15074,PGGT1B,0.024540855,0.15665521
15075,PGK1,0.005662638,0.075250499
15076,PGK2,0.010094145,0.100469622
15077,PGLS,0.0037683,0.06138648
15078,PGLYRP1,0.001787784,0.042282198
15079,PGLYRP2,0.012253016,0.110693343
15080,PGLYRP3,0.002839099,0.053283196
15081,PGLYRP4,0.004255613,0.065235057
15082,PGM1,0.005712511,0.075581152
15083,PGM2,0.014061833,0.118582601
15084,PGM2L1,0.003366149,0.058018526
15085,PGM3,0.025926861,0.161018202
15086,PGM5,0.010093382,0.100465827
15087,PGM5-AS1,0.012512958,0.111861334
15088,PGM5P2,0.016383947,0.127999795
15089,PGP,0.018784257,0.137055672
15090,PGPEP1,0.011401856,0.106779474
15091,PGPEP1L,0.022234968,0.149113944
15092,PGR,0.003417463,0.058459075
15093,PGRMC1,0.026673985,0.163321721
15094,PGRMC2,0.006874804,0.082914437
15095,PGS1,0.012930111,0.113710647
15096,PHACTR1,0.009491473,0.097424193
15097,PHACTR2,0.00549053,0.074098109
15098,PHACTR3,0.005659227,0.075227835
15099,PHACTR4,0.010758268,0.103722072
15100,PHAX,0.041825053,0.204511742
15101,PHB,0.002312499,0.048088454
15102,PHB2,0.007323672,0.085578455
15103,PHC1,0.015399046,0.124092893
15104,PHC2,0.019613231,0.140047246
15105,PHC3,0.008922907,0.094461139
15106,PHEX,0.039817459,0.199543126
15107,PHEX-AS1,0.003621155,0.060176036
15108,PHF1,0.005278713,0.072654753
15109,PHF10,0.013239171,0.115061595
15110,PHF11,0.007335984,0.08565036
15111,PHF12,0.008439598,0.091867287
15112,PHF13,0.005110044,0.071484569
15113,PHF14,0.010083721,0.10041773
15114,PHF19,0.007086962,0.084184098
15115,PHF2,0.002699817,0.051959763
15116,PHF20,0.007692185,0.087705105
15117,PHF20L1,0.010763937,0.103749393
15118,PHF21A,0.005728,0.075683554
15119,PHF21B,0.003611102,0.060092449
15120,PHF23,0.004883754,0.069883858
15121,PHF3,0.003398267,0.058294655
15122,PHF5A,0.003826538,0.061859015
15123,PHF6,0.005876944,0.076661229
15124,PHF7,0.01203007,0.109681674
15125,PHF8,0.004229993,0.065038395
15126,PHGDH,0.012009759,0.109589045
15127,PHGR1,0.008866602,0.094162636
15128,PHIP,0.005605869,0.074872354
15129,PHKA1,0.006145983,0.078396323
15130,PHKA2,0.004041381,0.063571855
15131,PHKA2-AS1,0.007744938,0.088005328
15132,PHKB,0.012784,0.113066352
15133,PHKG1,0.004376161,0.06615256
15134,PHKG2,0.005680395,0.075368396
15135,PHLDA1,0.013588253,0.116568664
15136,PHLDA2,0.008776667,0.09368387
15137,PHLDA3,0.023363916,0.152852596
15138,PHLDB1,0.015161066,0.123130281
15139,PHLDB2,0.022235654,0.149116242
15140,PHLDB3,0.011936539,0.109254467
15141,PHLPP1,0.011782718,0.10854823
15142,PHLPP2,0.012128256,0.110128363
15143,PHOSPHO1,0.005766981,0.075940645
15144,PHOSPHO2,0.005236839,0.07236601
15145,PHOSPHO2-KLHL23,0.004472183,0.066874381
15146,PHOX2A,0.008285331,0.091023794
15147,PHOX2B,0.012042413,0.109737931
15148,PHPT1,0.002835117,0.053245812
15149,PHRF1,0.003120141,0.055858223
15150,PHTF1,0.003489897,0.059075352
15151,PHTF2,0.021865117,0.147868581
15152,PHYH,0.010374189,0.101853763
15153,PHYHD1,0.003894017,0.062402061
