,Gene,variance,SD
689,ANKRD10,0.03978013,0.199449568
690,ANKRD11,0.078004159,0.279292247
691,ANKRD12,0.030950684,0.175928065
692,ANKRD13A,0.0643138,0.253601656
693,ANKRD13B,0.166630501,0.408203995
694,ANKRD13C,0.05077263,0.225327827
695,ANKRD13D,0.035664859,0.18885142
696,ANKRD16,0.027798722,0.166729487
697,ANKRD17,0.065960569,0.256827897
698,ANKRD18A,0.040235643,0.200588242
699,ANKRD18B,0.027095941,0.164608448
700,ANKRD18DP,0.014901424,0.122071389
701,ANKRD19P,0.020970544,0.1448121
702,ANKRD2,0.0543321,0.233092472
703,ANKRD20A1,0.014375253,0.119896845
704,ANKRD20A11P,0.033490254,0.183003426
705,ANKRD20A12P,0.078249403,0.279730948
706,ANKRD20A19P,0.035635599,0.188773936
707,ANKRD20A5P,0.043042025,0.20746572
708,ANKRD20A8P,0.229471106,0.479031424
709,ANKRD20A9P,0.017303343,0.131542171
710,ANKRD22,0.057679564,0.240165702
711,ANKRD23,0.045546873,0.213417133
712,ANKRD24,0.01468278,0.12117252
713,ANKRD26,0.032196008,0.17943246
714,ANKRD26P1,0.04441694,0.210753269
715,ANKRD26P3,0.051483454,0.226899655
716,ANKRD27,0.172176852,0.414941987
717,ANKRD28,0.050181582,0.224012459
718,ANKRD29,0.020210319,0.142163001
719,ANKRD30A,0.009602616,0.097992937
720,ANKRD30B,0.095729063,0.309401135
721,ANKRD30BL,0.029904272,0.172928518
722,ANKRD30BP2,0.039162442,0.197895028
723,ANKRD30BP3,0.023087811,0.151946738
724,ANKRD31,0.047552351,0.218065016
725,ANKRD33,0.036113781,0.190036263
726,ANKRD33B,0.061873842,0.248744532
727,ANKRD34A,0.052910079,0.23002191
728,ANKRD34B,0.071209494,0.26685107
729,ANKRD34C,0.052540548,0.229217252
730,ANKRD35,0.021030586,0.145019262
731,ANKRD36,0.052920875,0.230045377
732,ANKRD36B,0.021944207,0.148135774
733,ANKRD36BP1,0.047489242,0.217920266
734,ANKRD36BP2,0.035710537,0.188972317
735,ANKRD37,0.022384996,0.149616162
736,ANKRD39,0.040693186,0.201725522
737,ANKRD40,0.030792382,0.175477583
738,ANKRD42,0.012073132,0.109877804
739,ANKRD44,0.028445103,0.16865676
740,ANKRD44-IT1,0.042287166,0.205638436
741,ANKRD45,0.035672316,0.188871163
742,ANKRD46,0.077525073,0.278433247
743,ANKRD49,0.082813592,0.287773508
744,ANKRD50,0.012693473,0.112665314
745,ANKRD52,0.046176749,0.21488776
746,ANKRD53,0.096657866,0.310898482
747,ANKRD54,0.029929224,0.173000646
748,ANKRD55,0.112693485,0.335698503
749,ANKRD6,0.079875698,0.282622891
750,ANKRD61,0.039070037,0.197661419
751,ANKRD62,0.041708084,0.20422557
752,ANKRD62P1-PARP4P3,0.052812116,0.229808869
753,ANKRD63,0.052181002,0.228431614
754,ANKRD65,0.074020907,0.272067834
755,ANKRD66,0.093340077,0.305516083
756,ANKRD7,0.030928652,0.175865436
757,ANKRD9,0.059628218,0.244188898
758,ANKS1A,0.14529154,0.381171274
759,ANKS1B,0.05844157,0.241746914
760,ANKS3,0.050761555,0.225303251
761,ANKS4B,0.037680351,0.194114272
762,ANKS6,0.051639902,0.227244147
763,ANKUB1,0.041949281,0.204815235
764,ANKZF1,0.045617359,0.213582206
765,ANLN,0.045198972,0.212600499
766,ANO1,0.09253279,0.304192028
767,ANO10,0.045820574,0.214057408
768,ANO2,0.036706164,0.191588529
769,ANO3,0.170469771,0.412879851
770,ANO4,0.036569711,0.191232086
771,ANO5,0.081133362,0.284839186
772,ANO6,0.042157372,0.205322605
773,ANO7,0.041774439,0.204387961
774,ANO8,0.026008949,0.161272901
775,ANO9,0.042164021,0.205338795
776,ANP32A,0.033148945,0.182068518
777,ANP32A-IT1,0.02803092,0.16742437
778,ANP32AP1,0.07338768,0.270901605
779,ANP32B,0.066043724,0.256989736
780,ANP32C,0.017980067,0.134089771
781,ANP32D,0.055113434,0.234762505
782,ANP32E,0.036232954,0.190349558
783,ANPEP,0.012867655,0.113435688
784,ANTXR1,0.044831739,0.211735068
785,ANTXR2,0.045076899,0.212313211
786,ANTXRL,0.029091306,0.170561737
787,ANTXRLP1,0.05891081,0.242715491
788,ANXA1,0.065858269,0.256628659
789,ANXA10,0.098562598,0.313946807
790,ANXA11,0.164671403,0.405797244
791,ANXA13,0.042617237,0.206439427
792,ANXA2,0.03599982,0.189736185
793,ANXA2P1,0.029483849,0.171708615
794,ANXA2P2,0.023538187,0.1534216
795,ANXA2P3,0.014133329,0.118883678
796,ANXA2R,0.066380964,0.257645036
797,ANXA3,0.028151634,0.167784487
798,ANXA4,0.069361311,0.263365356
799,ANXA5,0.024925469,0.157878019
800,ANXA6,0.018268868,0.135162378
801,ANXA7,0.037959432,0.194831805
802,ANXA8,0.009464442,0.097285363
803,ANXA8L1,0.068100441,0.260960612
804,ANXA9,0.053268706,0.230800142
805,AOAH,0.085917129,0.293116239
806,AOAH-IT1,0.0401698,0.20042405
807,AOC1,0.029302978,0.171181126
808,AOC2,0.182588572,0.42730384
809,AOC3,0.028817823,0.169758132
810,AOC4P,0.034898548,0.186811531
811,AOX1,0.037501184,0.193652224
812,AP1AR,0.037043757,0.192467548
813,AP1B1,0.022863848,0.151207962
814,AP1B1P1,0.030115533,0.173538275
815,AP1G1,0.012972515,0.11389695
816,AP1G2,0.066553034,0.257978747
817,AP1M1,0.036987958,0.192322537
818,AP1M2,0.06248247,0.249964937
819,AP1S1,0.080868323,0.284373563
820,AP1S2,0.099659484,0.315688904
821,AP1S3,0.014363418,0.119847477
822,AP2A1,0.171381555,0.413982554
823,AP2A2,0.013679283,0.116958467
824,AP2B1,0.028456056,0.168689229
825,AP2M1,0.025964989,0.161136555
826,AP2S1,0.045092255,0.212349371
827,AP3B1,0.024799542,0.157478704
828,AP3B2,0.049786226,0.223128272
829,AP3D1,0.050391843,0.224481276
830,AP3M1,0.059008961,0.242917602
831,AP3M2,0.024676055,0.157086139
832,AP3S1,0.006640721,0.081490621
833,AP3S2,0.005425169,0.073655748
834,AP4B1,0.011311462,0.106355356
835,AP4B1-AS1,0.03485353,0.186691001
836,AP4E1,0.044206976,0.210254549
837,AP4M1,0.042523507,0.206212286
838,AP4S1,0.011905159,0.109110767
839,AP5B1,0.021808459,0.147676872
840,AP5M1,0.030518468,0.174695357
841,AP5S1,0.118334589,0.343997949
842,AP5Z1,0.073058485,0.270293331
843,APAF1,0.005372116,0.073294723
844,APBA1,0.013393948,0.115732225
845,APBA2,0.007631827,0.087360327
846,APBA3,0.059641233,0.244215547
847,APBB1,0.018835633,0.13724297
848,APBB1IP,0.079069674,0.281193303
849,APBB2,0.033243939,0.182329205
850,APBB3,0.0745023,0.272951095
851,APC,0.032820845,0.181165242
852,APC2,0.020670364,0.143771917
853,APCDD1,0.042289269,0.205643548
854,APCDD1L,0.037367127,0.193305787
855,APCS,0.021578793,0.146897219
856,APEH,0.029106964,0.170607632
857,APELA,0.070761537,0.266010407
858,APEX1,0.027010751,0.164349477
859,APEX2,0.036617681,0.191357468
860,APH1A,0.021206236,0.145623611
861,APH1B,0.010440638,0.10217944
862,API5,0.023962914,0.154799593
863,APIP,0.042175972,0.205367894
864,APLF,0.039938076,0.199845129
865,APLN,0.023929207,0.154690681
866,APLNR,0.047774028,0.218572707
867,APLP1,0.028984653,0.170248797
868,APLP2,0.041903844,0.204704284
869,APMAP,0.009355688,0.096724806
870,APOA1,0.023070725,0.151890503
871,APOA2,0.150293457,0.387677
872,APOA4,0.031401833,0.177205624
873,APOA5,0.005447925,0.073810057
874,APOB,0.041972529,0.204871983
875,APOBEC1,0.060312437,0.245585906
876,APOBEC2,0.053068463,0.230365932
877,APOBEC3A,0.031600439,0.177765122
878,APOBEC3A_B,0.114595098,0.338518978
879,APOBEC3B,0.01533985,0.123854149
880,APOBEC3B-AS1,0.050302378,0.224281916
881,APOBEC3C,0.022297576,0.14932373
882,APOBEC3D,0.042328738,0.205739491
883,APOBEC3F,0.022888616,0.151289842
884,APOBEC3G,0.028752104,0.169564453
885,APOBEC3H,0.009114953,0.095472263
886,APOBEC4,0.029030223,0.170382578
887,APOBR,0.040513603,0.201279912
888,APOC1,0.051065372,0.225976487
889,APOC1P1,0.027459718,0.16570974
890,APOC2,0.017692876,0.133014571
891,APOC3,0.027585707,0.166089456
892,APOC4,0.028455757,0.168688342
893,APOC4-APOC2,0.028924084,0.170070821
894,APOD,0.022818509,0.151057965
895,APOE,0.073387239,0.270900791
896,APOF,0.077933687,0.279166056
897,APOH,0.041852416,0.20457863
898,APOL1,0.062432303,0.24986457
899,APOL2,0.015832005,0.125825297
900,APOL3,0.033457655,0.182914338
901,APOL4,0.052175268,0.228419063
902,APOL5,0.057141092,0.23904203
903,APOL6,0.05179328,0.22758137
904,APOLD1,0.03592587,0.189541209
905,APOM,0.054509307,0.233472284
906,APOO,0.086293511,0.293757572
907,APOOL,0.060630601,0.246232818
908,APOOP5,0.048430946,0.22007032
909,APP,0.020146762,0.141939289
910,APPBP2,0.021809759,0.147681274
911,APPL1,0.052514293,0.229159971
912,APPL2,0.052385934,0.228879737
913,APRT,0.046542536,0.215737192
914,APTR,0.225351452,0.474711967
915,APTX,0.047575045,0.218117045
916,AQP1,0.042802721,0.206888184
917,AQP10,0.086367878,0.293884123
918,AQP11,0.076034925,0.275744312
919,AQP12A,0.13172315,0.36293684
920,AQP12B,0.21610134,0.464867013
921,AQP2,0.057273175,0.239318145
922,AQP3,0.023426909,0.153058516
923,AQP4,0.036900731,0.19209563
924,AQP4-AS1,0.057419757,0.2396242
925,AQP5,0.052249325,0.228581112
926,AQP6,0.01071851,0.103530239
927,AQP7,0.085125037,0.291761953
928,AQP7P1,0.027403766,0.165540829
929,AQP7P3,0.027467014,0.165731752
930,AQP8,0.045159719,0.212508162
931,AQP9,0.024362861,0.156086068
932,AQR,0.037280723,0.193082166
933,AR,0.030824076,0.175567866
934,ARAF,0.033272655,0.182407937
935,ARAP1,0.013693366,0.117018655
936,ARAP2,0.031076762,0.176286023
937,ARAP3,0.02670584,0.163419214
938,ARC,0.016820731,0.129694759
939,ARCN1,0.044978341,0.212080978
940,AREG,0.056397358,0.237481279
941,AREL1,0.067335898,0.259491614
942,ARF1,0.056754385,0.238231788
943,ARF3,0.022998737,0.151653344
944,ARF4,0.031352013,0.177064996
945,ARF5,0.037029001,0.192429211
946,ARF6,0.057090645,0.238936488
947,ARFGAP1,0.037545857,0.193767534
948,ARFGAP2,0.063013019,0.251023941
949,ARFGAP3,0.068932231,0.262549483
950,ARFGEF1,0.042481291,0.2061099
951,ARFGEF2,0.046109217,0.214730569
952,ARFIP1,0.156274103,0.395315194
953,ARFIP2,0.038929709,0.19730613
954,ARFRP1,0.019318162,0.13898979
955,ARG1,0.013190056,0.114847969
956,ARG2,0.032195034,0.179429747
957,ARGFX,0.014132945,0.118882063
958,ARGFXP2,0.036274878,0.190459649
959,ARGLU1,0.075584674,0.27492667
960,ARHGAP1,0.055397518,0.235366773
961,ARHGAP10,0.055696053,0.236000112
962,ARHGAP11A,0.072442754,0.269151916
963,ARHGAP11B,0.027331876,0.165323549
964,ARHGAP12,0.029291754,0.171148338
965,ARHGAP15,0.016427026,0.128167961
966,ARHGAP17,0.012070753,0.109866979
967,ARHGAP18,0.018746335,0.136917256
968,ARHGAP19,0.080925833,0.284474661
969,ARHGAP19-SLIT1,0.011076478,0.105244847
970,ARHGAP20,0.038142277,0.195300479
971,ARHGAP21,0.020044929,0.141580116
972,ARHGAP22,0.015432161,0.12422625
973,ARHGAP23,0.054117955,0.232632662
974,ARHGAP24,0.017641462,0.132821166
975,ARHGAP25,0.028783393,0.169656692
976,ARHGAP26,0.144959554,0.380735544
977,ARHGAP26-AS1,0.025733724,0.160417344
978,ARHGAP27,0.046993874,0.216780704
979,ARHGAP28,0.022355454,0.149517404
980,ARHGAP29,0.023206725,0.152337537
981,ARHGAP30,0.032387642,0.179965669
982,ARHGAP31,0.016865515,0.129867299
983,ARHGAP32,0.061923568,0.248844465
984,ARHGAP33,0.040012419,0.200031045
985,ARHGAP35,0.037563754,0.19381371
986,ARHGAP36,0.036896606,0.192084893
987,ARHGAP39,0.081218848,0.284989207
988,ARHGAP4,0.022923707,0.151405769
989,ARHGAP40,0.067246595,0.259319484
990,ARHGAP42,0.023193329,0.152293562
991,ARHGAP44,0.015035028,0.122617405
992,ARHGAP5,0.07004476,0.264659706
993,ARHGAP5-AS1,0.051549564,0.22704529
994,ARHGAP6,0.126542227,0.355727742
995,ARHGAP8,0.047282412,0.217445194
996,ARHGAP9,0.043477272,0.208512044
997,ARHGDIA,0.022917596,0.151385587
998,ARHGDIB,0.080295072,0.283363851
999,ARHGDIG,0.066858944,0.258570965
1000,ARHGEF1,0.058482068,0.241830661
1001,ARHGEF10,0.036716078,0.1916144
1002,ARHGEF10L,0.110103462,0.331818418
1003,ARHGEF11,0.015702824,0.12531091
1004,ARHGEF12,0.032029027,0.178966553
1005,ARHGEF15,0.03191249,0.178640673
1006,ARHGEF16,0.036423406,0.190849171
1007,ARHGEF17,0.071675791,0.267723347
1008,ARHGEF18,0.165538516,0.406864248
1009,ARHGEF19,0.06833712,0.261413695
1010,ARHGEF2,0.051522002,0.226984586
1011,ARHGEF25,0.019055641,0.138042172
1012,ARHGEF26,0.027921032,0.167095877
1013,ARHGEF26-AS1,0.109164552,0.330400593
1014,ARHGEF28,0.018138089,0.134677723
1015,ARHGEF3,0.049191948,0.221792578
1016,ARHGEF3-AS1,0.023915679,0.154646948
1017,ARHGEF33,0.06433524,0.253643923
1018,ARHGEF34P,0.205791202,0.453642152
1019,ARHGEF35,0.124074276,0.352241786
1020,ARHGEF37,0.048896007,0.221124414
1021,ARHGEF38,0.033080453,0.181880327
1022,ARHGEF38-IT1,0.016132665,0.127014429
1023,ARHGEF39,0.012002917,0.109557823
1024,ARHGEF4,0.014269355,0.119454407
1025,ARHGEF40,0.03419484,0.184918469
1026,ARHGEF5,0.140059403,0.37424511
1027,ARHGEF6,0.009725644,0.098618677
1028,ARHGEF7,0.041049147,0.202605891
1029,ARHGEF7-AS1,0.028051822,0.167486782
1030,ARHGEF9,0.029935909,0.173019966
1031,ARHGEF9-IT1,0.029609478,0.172074048
1032,ARID1A,0.186041607,0.431325407
1033,ARID1B,0.066806139,0.258468836
1034,ARID2,0.008962278,0.094669311
1035,ARID3A,0.073519034,0.271143936
1036,ARID3B,0.018342066,0.135432885
1037,ARID3C,0.056896076,0.238528984
1038,ARID4A,0.061103267,0.247190751
1039,ARID4B,0.056507675,0.23771343
1040,ARID5A,0.130415357,0.361130665
1041,ARID5B,0.09337068,0.305566163
1042,ARIH1,0.017810203,0.133454872
1043,ARIH2,0.021438102,0.146417561
1044,ARIH2OS,0.038986426,0.197449806
1045,ARL1,0.087662471,0.296078488
1046,ARL10,0.019378933,0.139208236
1047,ARL11,0.049486486,0.222455583
1048,ARL13A,0.03142435,0.177269147
1049,ARL13B,0.029763303,0.172520441
1050,ARL14,0.014581449,0.120753669
1051,ARL14EP,0.019155178,0.138402233
1052,ARL14EPL,0.008315549,0.091189631
1053,ARL15,0.005228052,0.07230527
1054,ARL16,0.031739758,0.178156555
1055,ARL17A,0.060627304,0.246226123
1056,ARL17B,0.044052917,0.209887867
1057,ARL2,0.153613174,0.391935166
1058,ARL2-SNX15,0.166364797,0.40787841
1059,ARL2BP,0.038136828,0.195286527
1060,ARL3,0.065809989,0.256534576
1061,ARL4A,0.03049265,0.174621449
1062,ARL4C,0.013117248,0.114530556
1063,ARL4D,0.016098283,0.126879008
1064,ARL5A,0.062092574,0.249183815
1065,ARL5B,0.097178953,0.311735389
1066,ARL5C,0.037849299,0.194548962
1067,ARL6,0.022150453,0.148830281
1068,ARL6IP1,0.158322887,0.397898087
1069,ARL6IP4,0.036995674,0.192342594
1070,ARL6IP5,0.058143268,0.241129151
1071,ARL6IP6,0.047916125,0.218897522
1072,ARL8A,0.063547171,0.252085642
1073,ARL8B,0.050260445,0.224188415
1074,ARL9,0.079501417,0.281959957
1075,ARMC1,0.027782168,0.166679837
1076,ARMC10,0.03801628,0.19497764
1077,ARMC12,0.011142211,0.105556673
1078,ARMC2,0.043794202,0.209270644
1079,ARMC2-AS1,0.145323792,0.381213578
1080,ARMC3,0.028468199,0.168725216
1081,ARMC5,0.012522978,0.111906111
1082,ARMC6,0.02398846,0.154882084
1083,ARMC7,0.032524388,0.18034519
1084,ARMC8,0.036411451,0.190817849
1085,ARMC9,0.070850543,0.266177653
1086,ARMCX1,0.043759735,0.209188276
1087,ARMCX2,0.19783897,0.444790928
1088,ARMCX3,0.03091263,0.175819879
1089,ARMCX4,0.111761213,0.334307064
1090,ARMCX5,0.030722598,0.175278629
1091,ARMCX5-GPRASP2,0.018465448,0.13588763
1092,ARMCX6,0.064141108,0.253260949
1093,ARMS2,0.118709323,0.344542193
1094,ARNT,0.027938407,0.16714786
1095,ARNT2,0.036579861,0.191258624
1096,ARNTL,0.03089435,0.175767887
1097,ARNTL2,0.03867678,0.196664131
1098,ARNTL2-AS1,0.110403822,0.332270705
1099,ARPC1A,0.095767572,0.309463361
1100,ARPC1B,0.182131687,0.426768892
1101,ARPC2,0.062294045,0.24958775
1102,ARPC3,0.07794741,0.279190633
1103,ARPC4,0.087479192,0.295768815
1104,ARPC4-TTLL3,0.033916641,0.184164713
1105,ARPC5,0.136937989,0.370051333
1106,ARPC5L,0.165042413,0.406254124
1107,ARPP19,0.109558791,0.330996663
1108,ARPP21,0.050607069,0.224960149
1109,ARR3,0.043153626,0.207734508
1110,ARRB1,0.028722822,0.169478089
1111,ARRB2,0.020713369,0.143921398
1112,ARRDC1,0.074761975,0.273426361
1113,ARRDC2,0.007132509,0.084454184
1114,ARRDC3,0.064736659,0.254433998
1115,ARRDC3-AS1,0.084355624,0.290440396
1116,ARRDC4,0.016901875,0.130007212
1117,ARRDC5,0.04500881,0.212152799
1118,ARSA,0.035915777,0.189514583
1119,ARSB,0.046913465,0.216595164
1120,ARSD,0.080001096,0.28284465
1121,ARSF,0.05755236,0.23990073
1122,ARSG,0.041253013,0.203108376
1123,ARSH,0.016384833,0.128003253
1124,ARSI,0.027828291,0.166818138
1125,ARSJ,0.054673849,0.233824398
1126,ARSK,0.019115179,0.138257655
1127,ART1,0.031903696,0.178616057
1128,ART3,0.074000742,0.272030775
1129,ART4,0.054792886,0.234078802
1130,ART5,0.081046833,0.284687256
1131,ARTN,0.058349604,0.241556628
1132,ARV1,0.039921745,0.199804266
1133,ARVCF,0.033131889,0.182021673
1134,ARX,0.064846905,0.254650555
1135,AS3MT,0.010780138,0.103827442
1136,ASAH1,0.049147133,0.221691526
1137,ASAH2,0.035389056,0.188119791
1138,ASAH2B,0.04010081,0.200251868
1139,ASAP1,0.040713783,0.201776568
1140,ASAP1-IT1,0.041213108,0.203010119
1141,ASAP1-IT2,0.011847729,0.108847274
1142,ASAP2,0.094664914,0.307676639
1143,ASAP3,0.022841733,0.151134816
1144,ASB1,0.059990528,0.244929639
1145,ASB10,0.012292993,0.110873769
1146,ASB11,0.0327601,0.180997513
1147,ASB12,0.015399173,0.124093403
1148,ASB13,0.026766011,0.163603213
1149,ASB14,0.064565112,0.25409666
1150,ASB15,0.027364162,0.165421165
1151,ASB16,0.00466376,0.06829173
1152,ASB16-AS1,0.043659848,0.208949391
1153,ASB17,0.038796903,0.196969295
1154,ASB18,0.020814734,0.144273122
1155,ASB2,0.02660889,0.163122315
1156,ASB3,0.060002834,0.24495476
1157,ASB4,0.053725763,0.231788186
1158,ASB5,0.037145061,0.19273054
1159,ASB6,0.039061835,0.197640672
1160,ASB7,0.011266981,0.106146034
1161,ASB8,0.030124263,0.173563425
1162,ASB9,0.054495462,0.233442631
1163,ASB9P1,0.064357149,0.253687108
1164,ASCC1,0.042400953,0.205914917
1165,ASCC2,0.025876387,0.16086139
1166,ASCC3,0.042637155,0.206487663
1167,ASCL1,0.046431821,0.215480441
1168,ASCL2,0.017436247,0.132046383
1169,ASCL3,0.02026156,0.142343108
1170,ASCL4,0.084137287,0.290064281
1171,ASCL5,0.049046888,0.221465321
1172,ASF1A,0.053589599,0.231494275
1173,ASF1B,0.053425656,0.231139906
1174,ASGR1,0.034881102,0.186764832
1175,ASGR2,0.061554963,0.248102726
1176,ASH1L,0.049394332,0.222248357
1177,ASH1L-AS1,0.016276747,0.127580355
1178,ASH2L,0.036049393,0.189866777
1179,ASIC1,0.038521018,0.19626772
1180,ASIC2,0.016849642,0.129806172
1181,ASIC3,0.009987311,0.099936533
1182,ASIC4,0.027112707,0.164659367
1183,ASIC5,0.013165213,0.114739761
1184,ASIP,0.038430637,0.196037335
1185,ASL,0.077007691,0.277502597
1186,ASMT,0.094070265,0.306708763
1187,ASMTL,0.046974192,0.216735305
1188,ASMTL-AS1,0.061784499,0.248564878
1189,ASNS,0.050300258,0.22427719
1190,ASNSD1,0.016918383,0.130070685
1191,ASPA,0.02641148,0.162516092
1192,ASPDH,0.040517961,0.201290737
1193,ASPG,0.047671023,0.218336949
1194,ASPH,0.024993818,0.158094333
1195,ASPHD1,0.021306257,0.145966629
1196,ASPHD2,0.098530068,0.313894996
1197,ASPM,0.048137523,0.219402651
1198,ASPN,0.055446625,0.235471071
1199,ASPRV1,0.187641911,0.433176535
1200,ASPSCR1,0.10023884,0.316605181
1201,ASRGL1,0.188366753,0.434012388
1202,ASS1,0.040839029,0.202086688
1203,ASTE1,0.031858377,0.17848915
1204,ASTL,0.027285905,0.165184459
1205,ASTN1,0.025601859,0.16000581
1206,ASTN2,0.044392733,0.210695831
1207,ASXL1,0.059226121,0.243364173
1208,ASXL2,0.045800421,0.214010329
1209,ASXL3,0.039734027,0.199333959
1210,ASZ1,0.069514447,0.263655925
1211,ATAD1,0.109297701,0.330602027
1212,ATAD2,0.053220267,0.230695181
1213,ATAD2B,0.220340995,0.469404937
1214,ATAD3A,0.048971911,0.22129598
1215,ATAD3B,0.034583817,0.185967247
1216,ATAD3C,0.048201116,0.219547525
1217,ATAD5,0.019011873,0.137883549
1218,ATAT1,0.015527936,0.124611138
1219,ATCAY,0.02642046,0.162543718
1220,ATE1,0.01757248,0.132561231
1221,ATE1-AS1,0.025742933,0.160446044
1222,ATF1,0.048100238,0.219317664
1223,ATF2,0.035491944,0.188393057
1224,ATF3,0.028570445,0.16902794
1225,ATF4,0.021904102,0.148000344
1226,ATF5,0.156265,0.395303681
1227,ATF6,0.021756041,0.147499291
1228,ATF6B,0.036364394,0.190694505
1229,ATF7,0.047851811,0.218750569
1230,ATF7IP,0.081194331,0.28494619
1231,ATF7IP2,0.049233517,0.22188627
1232,ATG10,0.046075976,0.214653152
1233,ATG101,0.073626487,0.271342011
1234,ATG12,0.024688338,0.157125229
1235,ATG13,0.030521058,0.17470277
1236,ATG14,0.051218462,0.226314961
1237,ATG16L1,0.014949673,0.122268856
1238,ATG16L2,0.070252525,0.26505193
1239,ATG2A,0.02568518,0.160265968
1240,ATG2B,0.037632817,0.193991795
1241,ATG3,0.044982312,0.212090338
1242,ATG4A,0.099087669,0.314781938
1243,ATG4B,0.015962474,0.126342684
1244,ATG4C,0.033141996,0.182049432
1245,ATG4D,0.044172279,0.210172021
1246,ATG5,0.073396404,0.270917706
1247,ATG7,0.042141918,0.205284967
1248,ATG9A,0.033513083,0.183065788
1249,ATG9B,0.045689564,0.213751173
1250,ATIC,0.022192177,0.14897039
1251,ATL1,0.03017755,0.173716867
1252,ATL2,0.026353432,0.162337403
1253,ATL3,0.066417282,0.257715506
1254,ATM,0.060524098,0.246016458
1255,ATMIN,0.028243978,0.168059447
1256,ATN1,0.032886808,0.181347202
1257,ATOH1,0.035355083,0.188029475
1258,ATOH7,0.012101474,0.110006698
1259,ATOH8,0.022786951,0.150953472
1260,ATOX1,0.219604844,0.468620149
1261,ATP10A,0.065575898,0.256077915
1262,ATP10B,0.045773483,0.213947384
